Tier 1 Suppliers,Producer Name,Abbreviation Name,Region,Source
Ofi,"Société Coopérative avec conseil d’Administration
Nainere de Gnato",COOP-CA COANGNA,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Amanikro,COOP-CA COOPAA,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,"Coopérative avec Conseil d'Administration
des Coopérateurs Agricole Binkadi de Kononfla",COOP-CA COOPABIN,Gagnoa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Dobré,COOP-CA COOPADO,Gnago 1,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Nouvelle Entreprise Coopérative Agricole de Bagolieoua,COOP-CA NECAB,Grand-Zattry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative avec Conseil d'Administration des Agriculteurs de Bokeleloua,COOP-CA-ABO,Soubré,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole des Producteurs de Lobogrou,COOP-CA-CAPL,Lobogrou/ Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative avec Conseil d'Administration des Producteurs Agricoles de Niablé,COOP-CA-PAN,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Guitry,COOP-CA-SOCOAGUI,Guitry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative avec Conseil d'Administration Unité de Danané,COOP-CA-UDAN,Mahapleu,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative Agricole des Producteurs de Divo,COOPRADI,DIVO,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Producteurs Agricole du Sanwi,COOPRAS,Diby,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Producteurs Agricoles de Zouhounou,COOPRAZO,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative Agricole de Yakassé Attobrou,COOPROYA,Yakassé Attobrou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Yeyonian du Canton d'Aniassue,COOPYCA,Aniassué,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Producteurs Agricoles d'Aboussounou,CP2A,Bongouanou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative des Producteurs Agricoles de Cacaokro de Dies,CPACD,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Collectif des Producteurs de Sofoci-Louhiri,CPSL,Meagui,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative Agricole d’Affery,ECAAF,Afféry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative Agricole de Bonon,ECAB,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,"Entreprise Coopérative Agricole pour
l’Epanouissement Social de Bacon",ECAESB,Bâcon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative Agricole de Mogokeledougou,ECAMOG,Aboulayekro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative Agricole de Walebo,ECAW,Walebo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Agricole pour l'Exellence Agricole de Gnato,ECEAGN COOP-CA,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative de Bonon,ECODEBO,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Espoir Coopérative de Didoko,ECOPADI,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative des Producteurs Agricoles de San Pedro,ECOPAS,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative de Saint-Paul,ECSP,Dogbo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifié Ivoire Qualité de Juleskro,IQJ,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Le Progres des agriculteurs de Nagadougou,LE PROGRES,Bayota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative avec Conseil d'Administration Nantebessou d'Anekouadiokro,NENTEBESSOU,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Alliés de Côte d'Ivoire,SCAACI,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Anouanzè d'Aniassoué,SCAANIAS,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Allakabo d'Oume,SCAAO,Oumé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Boua,SCAB,Patricekro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Bognan de Divo,SCABODI,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Agriculteurs Communs de Ti,SCAC,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Entente de Grabo,SCAEG,Grabo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Espoir de Petit-Grabo Youkou,SCAEPGY,Petit Grabo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Entente et Solidarité de Gnago,SCAESG,Gnago 1,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Agricole des Freres de Koffikro,SCAFKO,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Sociéte Coopérative Avec Conseil d'Administration Agricole Gbadrikro de Godeyaokro,SCAGG,,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,,,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Agriculteurs Communs de Tiassalé,SCAM,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Nematoulaye De Dagadji,SCAND,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Petit Korhogo,SCAPEKO,Grand Lahou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Agricole des Planteurs Unis de Dapkadou,SCAPUD,Dassioko,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Soubré,SCASOU-COOP-CA,Gnipi 2,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative pour le Bonheur des Producteurs Agricole de Gagnoa,SCBPAG,Gagnoa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative ivoirienne du Négoce des Produits Agricoles,SCINPA,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Solidarité Agricole de Côte d'Ivoire,SCO SACI,Balokuya,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Anonklon de Bianouan,SCOABIA,Bianouan,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Yeyasso de Man,SCOOP CAYEM,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Producteurs Agricole de Dabouyo,S-COOP COOPRADA,Dabouyo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Cooperative du Pardon,SCOOPA,Oumé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des producteurs d'Adamakouamekro,SCOOPA CA,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Akoupé Sud,SCOOPAAS,Akoupé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole des Producteurs Agricoles de Cavally,SCOOPAC-COOP CA,Grabo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Djimon,SCOOPADJI COOP CA,Djimon/ Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Kames 2,SCOOPAKAM,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Source de Guitry,SCOOPASG,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole du Tamin,SCOOPAT,Aboisso Comoé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative pour Rassemblement et l'Emergence du Tonpki,SCOOPCARET,Téapleu,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Etrayawlen de la Côtière,SCOOPECO,Grand Lahou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Simplifiée de Lakota,SCOOPS AL,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Binkadi d'Aké Douanier,SCOOPS BAD,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Simplifiée de Sainte Marie,SCOOPS COOP.A.SAM,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative Simplifiée Agricole d'Attobrou,SCOOPS COOPAA,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Sociéte Coopérative Agricole de Toudji 1,SCOOPs SCAT 1,Meagui,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopératives Agricole de Yakassé Attobrou,SCOOPS YAT,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Agricole Kouaguidan de Yepleu,SCOOPSAKY,Yorodougou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée des Producteurs Agricole de Bangolo,SCOOPS-APRAB,Duékoué,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des producteurs Café-Cacao de la Marahoué,SCOOPS-CODEMA,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Cooperative Simplifiée Laisse Tout a Dieu de Vavoua,SCOOPS-LTDV,vavoua,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Union avec Conseil d'Administration des Producteurs Agricole de Djakouakoukro,SCOOPS-UPRAD,Niapidou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Soubréenne des Producteurs Agricoles,SCSPA,Grand-Zattry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des frères Unis de Watté,SCUW COOP-CA,Watté,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Sinikan,SINIKAN-SCOOPAS,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Sababougnouman de Dagadji,SO.CO.SA.DA,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Bayota,SOCABA,Gagnoa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole du Bandaman,SOCABA COOP CA,N'Douci,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Binkadi de de Broudoukou Penda,SOCABB,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Espérance de Kpélékro,SOCAEK,Ketesso,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Gnato,SOCAG,gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Agriculteurs de Soubré,SOCAGS,Soubré,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Hiré,SOCAHI,Hire,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Jéromekro,SOCAJ COOP-CA,Watté,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Mahino,SOCAMA,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Man Edi Anouanzè,SOCAMEA,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Neka-Cité,SOCANEK-COOP-CA,Neka,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Nongtaba de Vavoua,SOCANOVA,Vavoua,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société coopérative Agricole de Kouibly,SOCAS,Kouibly,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Toadji,SOCAT,Djapadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Trawlinkro,SOCAT COOP CA,TrawinninkroV8,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Exploitants Agricoles Des Antilopes du Haut Sassandra,SOCEADAHS,Daloa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Agriculteurs de Gnato,SOCOAG,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Exploitants Agricoles du Haut-Sassandra,SOCOEXPAHS,Daloa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Nouvelle des Producteurs Agricoles de Yakassé Attobrou,SOCONPAYAT,Diangobo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Dokpodonebounou,SOCOOPADO COOP CA,Dokpodon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Producteurs Modernes,SOCOOPAM,Duékoué,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Espoir de Lakota,SOCOOPELA,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Dogbo,SOCOPADOGBO,Dogbo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Societe Cooperative des Producteurs Agricoles de Douaville,SOCOPADOU,Douaville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Watté,SOCOPAWA,Watté,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative des Producteurs pour la Durabilité de Lakota,SOCOPDAL SCOOPS,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Entente de Karié,SOCOPEK,Karie,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Solidarité de Mahino,SOCOSOM-COOP-CA,Mahino,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Union des Producteurs Agricoles de San Pedro,UPAS COOP CA,Gagny,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Nobielto de Bettié Avec Conseil d'Administration,COOP CA NOBIELTO,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Avec Conseil d'Administration Wende Waoga de Kahen,S.C.2W.K.COOP-CA,Bangolo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée d'Ananguié,SCOOP SCSAG,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Agricole Lafi Bébé de Man,SCOOP Lafi Bébé,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Para Nigré,SCOOP SCOAPANI,Tabou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Societe Cooperative Langmtaba de Bonon,COOP - CA - CALBO,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Entreprise Coopérative des Producteurs Agricoles de Kondièbouman,ECOOPAK COOP-CA,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Nouvelle de Café-Cacao,SNCC SCOOPS,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,"Société Coopérative Ivoirienne des producteurs
Café-Cacao d’Ananguié",CIPACCA COOP-CA,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
