Tier 1 Suppliers,Producer Name,Abbreviation Name,Region,Source
Ecom Agrotrade Ltd,cooperative agricole emien de l'indenie,caemin,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative de meagui,capcb,Meagui,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole siboulaka de beoua,casib-scoops,Guiglo,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative avec conseil dadministration unite de danane,coop_ca_udan,Danané,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole de lassina bango,coopalba,MENEE CENTRE,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole de coopanou,coopanou,Sooubre,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative des producteurs agricoles de la region des savanes,coopares,TOUIH,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative simplifiee agricole toumtoumda du haut sassandra,coopaths-scoops,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative victoire de meagui,covimea,Meagui,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,scoop-dakua,dakua,Guiglo,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,entreprise cooperative agricole fraternite du haut sassandra,ecafhs,ISSIA,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,enterprise cooperative des agriculteurs de meagui,ecam,Meagui,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,enterprise cooperative des agriculteurs modernes de meagui,ecamom,MEAGUI,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative avec conseil d'administration espoir de vavaoua,espoir coop-ca,Vavoua,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,farmers hope,faho,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole des allies de cote d`ivoire,scaa ci,San Pedro,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole anouanze d'aniassue,scaanias,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole espoir blolequin,scaeb,Blolequin,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole elie tikpa de daloa,scaetd-coop-ca,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole lanaya de vavoua,scalava,Vavoua,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole niamkey et famille de l'indenie,scanfi_scoops,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole des producteurs oupouyo,scapo,OUPOUYO,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de sofoci,scas,SOFOCI,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de touih,scat,TOUIH,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de donhio,scoopad,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative amitie de gnagbodougnoa,scoopag,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de grogbonou dan,scoopagro,Grobonou Dan,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de kobouo,scoopak,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative alliance de mabouo,scoopam,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative des nouveaux agriculteurs de soubre,scoopnas,Soubré,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative sabarikagni du haut sassandra,scoops_sahs,Zoukougbeu,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe ivoirienne de commercialisation de cafe et cacao,si3c,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe ivoirienne achat de produit agricole,sivap,BEREBY,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative anouanze des petits producteurs de didoko,soca2pd,DIVO,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative aagricole dieu merci,socadmv,Vavoua,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de tabou,socat,TABOU,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative de cafe cacao ivoirien,sococci,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative des freres unis de la marahoue,socofuma,Bonon,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe coopperative de negoce de lakota,soconel,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative des producteurs agricoles nantaba du haut sassandra,socoopranhs,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Olam International Limited,cooperative agricole avec conseil d'administration anouanze,caaa,Abongoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole dabronamoue,caabro,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole adzope nord,caan,Adzopé,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de bahe-sebon,caba,Bahe-Sebon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative bacon espoir,cabes,Bâcon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole binkeleman de gboguhe,cabg scoops,Daloa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole binkadi de guepahouo,cabing,Guépahouo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole bekanti de meagui,cabm,Meagui,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole boribana de hermankono garo,cabohga coop ca,Hermakono Garo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole de cefi,cac,Dogbo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole djidjiya de blolequin,cadb,Bloléquin,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole pour le developpement durable d'oussoukro,cadedo,Meagui,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole pour le developpement de sassandra,cadesa,Adebem,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole djiguiya de teapleu,cadt,Téapleu,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole ekloewou de gbapleu,caeg,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole entraide de kotobi,caek,Kotobi,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative avec conseil d'administration de l'indenie,caemin,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole espoir de vavoua,caeva,Vavoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole des freres unis de bonon,cafub,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole kangreta de bonon,cakb,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole avec conseil dadministration leader de,cal2b,Sahoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole avec conseil d'administration mawoubie,camap,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole des montagnes de biankouma,camobian,Man,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative allakabo du n'zo de kahen,cank,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole n'drikro sinfra,cans,Gagnoa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative des producteurs d'assiekro,capa,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole la paix de blolequin,capb,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole la paix de la marahoue,capm,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des producteurs d'oupoyo,capo,Opouyo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole d'agnitie d'apprompron,capresa,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole le progres de duekoue,caprod,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative simplifiee cooperative agricole la renaissance,carebo,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole la renaissance de vavoua,careva,Vavoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des agriculteurs solidaires de duekoue,casodu,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole la tolerance de bonoufla,catb,Bonoufla,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative espoir agnikro d'abengourou,ceaa coop ca,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole entente de mahapleu,cema,Mahapleu,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative simplifiee des jeunes de kahen,cjpk,Kahen,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative de la nouvelle alliance du dandji,cnad,Yaou/Aboisso,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole cambonou de arrah,coaka,Arrah,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de la marahoue,coam,Daloa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative pour le developpement de la region des lacs,coderlacs,Toumodi,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative espoir d'agnanfoutou,coesag,Ananguié,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole anouanze de bettie avec conseil,cooaab-coop ca,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative bassadougou de dies,coobadi,Hermankono-Dies,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec conseil d'administration abotre,coop ca abotre,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des agriculteurs de n'zuekro ii,coop ca anzue ii,Djoroplo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec conseil d'administration birba,coop ca birba,Sasa-manois,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de nicolakro,coop ca coani,Gagny,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole cotiere lauzoua-carrefour,coop ca copacol,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative espoir d'angouakro,coop ca espoir,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative global crop du tonkpi,coop ca gct,Man,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec conseil d'administration reference de sinfra,coop ca ref si,Sinfra,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des cacaoculteurs de nado avec conseil,coop ca soccna,Nando,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole avec conseil d'administration entente,coop caes,Daloa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des jeunes agriculteurs de vavoua,coop java,Vavoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,jeunesse cooperative agricole de sourougou,coop jcas,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole teegawende,coop teega wende,Kahen,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative avec conseil d'administration benkadi de,coopabenkadi,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole du canton d'amelikia,coopaca,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative simplifiee des agriculteurs cafe-cacao de divo-,coopadim,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole de gagny,coopagagny,Gagny,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole du garo,coopagaro,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative espoir de guepahouo,coopages,Guépahouo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de gnipi 2,coopagnipi,Gnipi 2,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de goudouko,coopago,Lakota,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole here de kranzadougou,coopahk,Guiglo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative kishwensida cochem-dida,coopakcodi,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de kokolilie,coopakoko,Kokolilie (Lakota),https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de lassinan bango,coopalba,Mene Centre,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole moderne de divo,coopamdi,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole des amis de la nature de man,coopanam,Man,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de ousmanekro,coopaou,San Pedro,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des agriculteurs sante-marie de doba,coopasm,Dagadji,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative la paix de la tene-sangoue,coopatesa,Oumé,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole yeyonian d'apprompron afewa,coopayaf,Apprompron,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole des producteurs de zaranou,coopaza,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole zemees taaba de gbagbam,coopazeg,Gbagbam,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec consentement des agriculteurs du goh,coop-ca a-goh,Gagnoa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative avec conseil d'administration liberte de dania,coop-ca coalidan,Monokozohi,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative avec conseil dadministration nainere de gnato,coop-ca coangna,Gnato,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative fraternite de djouroutou,coop-ca coofadjou,Djouroutou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole de amanikro,coop-ca coopaa,Dagadji,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec conseil d'administration des cooperateurs agricole,coop-ca coopabin,Gagnoa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole de dobre,coop-ca coopado,Gnago 1,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,nouvelle entreprise cooperative agricole de bagolieoua,coop-ca necab,Grand-Zattry,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec conseil d'administration des agriculteurs de,coop-ca-abo,Soubré,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole des producteurs de lobogrou,coop-ca-capl,Lobogrou/ Lakota,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative avec conseil d'administration des producteurs,coop-ca-pan,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative agricole de guitry,coop-ca-socoagui,Guitry,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative avec conseil d'administration unite de danane,coop-ca-udan,Mahapleu,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative ivoirienne des nouveaux agriculteurs,coopina,Gagnoa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole des producteurs de divo,coopradi,DIVO,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des producteurs agricole du sanwi,coopras,Diby,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des producteurs agricoles de zouhounou,cooprazo,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative agricole de yakasse attobrou,cooproya,Yakassé Attobrou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative yeyonian du canton d'aniassue,coopyca,Aniassué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,societe cooperative des producteurs agricoles d'aboussounou,cp2a,Bongouanou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative des producteurs agricoles de cacaokro de dies,cpacd,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,cooperative des producteurs agricoles de grand bereby,cpagb,Heke 19,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,collectif des producteurs de sofoci-louhiri,cpsl,Meagui,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
